"80.1. Хабалова Земфира : О, бирæ адæм ис, æртæккæ дæр бирæ и.",0
"176.2. Æмæ, дам, гъе уæд мæнæ афтæ… Вот этот…",2
"2.11. Нал æй уарзынц, æвæццæгæн, нал æй нымайынц.",0
"9.2. Джеоргуыбайы куывд, Хетæджы куывд.",0
"21. Алдатова : Омæ, йер цы радзурон, нæ йæ зонын, раст дын куы зæгъон.",0
50.2. Тæригъæд ын кодтон.,0
"7.2. Йæ фыдыфыд… мæ фыдыфыдимæ-иу куыста, ацыди æмæ-иу ын æххуыс кодта.",0
171.1. Йер æй… афтæ уыди гъе уæды заманы.,0
4. Кæмæй у йæ мыггаг?,0
"34.6. Уымæн æмæ алкæй раз дæр водкæйы авг, æмæ кæй цы куыд, афтæ кæны, æмæ нуазы.",0
"11.1. Биджелова Серафима : Графины дзаг арахъ æрæвæрдта, æмæ-иу ныхæстæ кодтой, кодтой, кодтой, æмæ-иу кæд банызтой фæйнæ ахæмы дыууæ лæджы.",1
"112. Зангиева Алла : Ирон æгъдау фæстæмæ куы равзæрид, уæд, конечно, хорз уаид, фæлæ…",1
"173.2. Æмæ гъе уым алы йедæн… Мæнæ афтæ кругыл йед… алы хъæуæн дæр йæхицæн бынат, æмæ дзы такой…",1
1.3. Лæппу фиййау цыдис.,0
160.2. Уæд фыццаг скъола гъе уый уыди.,0
"209.2. Уый æрцахстон, ныр та ма цы!",0
59.1. Джикаева Альбина : Йер математикæйы дæр иронау хъуыды кæнынц.,1
"106.3. Æмæ йер цас раст у, сахат райс æмæ йæ физкультурæйæн ратт?",1
"92.1. Хайретдинова : Æмæ æнæуый раздæр первый скъола уыди æмæ дзы обучение велось на осетинском языке, национальны скъола уыди.",7
200. Зоя : О.,0
"6.3. Æмæ-иу уæд уым загътой, уæдæй æрхæсдзыстæм, кæнæ-иу иу дыууæ къуырийы загътой, кæнæ æртæ къуырийы, кæнæ мæй.",0
"85.1. Зоя : Аргæ… йер-иу мæнæ кæлмы тедтæ кæм арæхдæр и, уыцы цыкуырайы фæрдыг-иу уым уыд.",0
"87.1. Мæнмæ гæсгæ, Конституцимæ гæсгæ ирон адæймаг йæ æгъдау куы кæна, æцæгæй цы у, уый куы кæна, уæд дзы æппындæр дæр ницæмæй фæрæдийдзæн.",1
"77.2. Мæнæ иронау чингуытæ куыд уарзынц кæсын, уый.",0
"9.1. Афтæмæй схъомыл и, авд къласы фæци, авдæй фылдæр ын нæ бантысти, уый тыххæй æмæ кусгæ кодта, цæмæй хæдзары хойраг уа, уый тыххæй.",0
"141.2. Фæлæ сæ лæг зыдта, æмæ куы иуыздæм [иуырдæм] скъæр, куы иннæ.",0
1.3. Æмæ дрож ныккæн цæххы ныккæн.,1
"84.2. Æз дæр… йер хæдзары ничи фæдзуры, æмæ æз дæр куыд дзурдзынæн?",0
32. Олег : Махмæ сты дыгурон тексттæ.,1
10.2. Знон дон нæхиуыл калдтам.,0
"66.3. æмæ-иу чегърейæ бакодтой æлхæнгæ дæр – уæртæ ма мæ уыцы чызгимæ акафын кæ, зæгъгæ.",0
1.1. Цыппар сывæллоны… Цыппар сывæллоны æнæ фыдæй… Хъомыл сæ кодтон мæгуырæй.,0
22.3. Æмæ-иу нæ ничи базыдта.,0
"114.2. Мæнæн, Нади, фæхæрам иу адæймаг дæр нæу.",0
"94.1. — Омæ æз ницы федтон, Таисæ, ницы!",0
"1.15. Фыдæбон кæнæм, гъер цæрæм нæхи фæллоййæ, къæбæр нæхæдæг кæнæм, афтæмæй цæрæм, фос дарæм æмæ уыдонимæ тухи кæнæм.",0
"37.6. Æмæ мын гæнæн нал уыди, æмæ рудзынгæй рагæпп кодтон.",0
"76. Алдатова : Мæнæ адоны дæр ахуыдтай, дæ уазджыты?",0
55.1. — Никуы никæй ныхас рауæй ракодтон.,0
69. Дзиуаты Светланæ : Хæрзæрæджы.,0
"35.22. Нал и, æмæ фынгыл дæр æгъдау нал и.",0
"45.7. Æмæ сæм диссаг фæкасти, багалæг цы у, уый у уæрдон.",0
"55.1. Зарема Темболатовна : Нæа, уый йед… истори лæвæрдта.",1
"26.2. Куы ‘ рбацæуы, уæд йæ цæгатæй æрбахæссы мыды къус, æмæ уый байуары мыггаджы, мыггаг уыцы, чындзæхсæвы бон мыггагæй чи вæййы хистæртæй, уыдонæн.",0
66.21. Æртæккæ та афтæ нæу.,0
"19.1. Караева Зоя : Уый дæр уыцы иу гæпп раласта, æмæ рагæпп кодта цъыфы астæумæ.",0
"17. Скъола куы фæдæн, уæд кусын райдыдтон, стæй уæд ахуырмæ бацыдтæн, æмæ ахуыр куы фæдæн, уæд мæм уже стаж работы, куыд фæдзурынц, ахæм мæм уыди.",2
"34.4. Æмæ мæ фыд чи у, уымæ йе ‘ мбæлттæ ‘ рбадзырдтой : цæуын хъæуы, кæмдæр фараст бæхы, æмæ дзы иу бæх ахæм уыди, мæнæ йæ барц чи у, уый зæхмæ хæццæ кодта, дынджыр къæдзил.",0
"97.4. Иу къахдзæф дæр ын акæнæн нæ уыди, уæд-иу хатыр ракуырдта, мæнæ ауайон, исчи дуармæ, дуарæй хойы, уæд, бахатыр кæнут, ауайон.",0
"69.1. Йæ мад мæнæ… авд мæйы йыл цæуы, куы амарди, уæд.",0
"27.5. Æмæ хæрыны рæстæг, йер сихор скодтам.",0
"28.3. Æмæ-иу йер иннæтæн куыд амыдтон, адонæн дæр-иу амыдтон, амонгæ кодтон, æмæ-иу… Ну, тынг сæ фæндыди базонын, æвæццæгæн.",0
"17.2. Адон, зæгъын, цытæ фыссынц кæрæдзимæ иронау?",0
"72. Хайретдинова : Горæтмæ лæг куы ацæуы, уæд та уже дзы уырыссагау фæдзурынц.",0
"10.4. Стæй Уациллайæ ранымайынц дыууæ къуырийы, нæ?",0
1.1. Чызджыты хох тынг рæсугъд хох у.,0
1.7. Æмæ уæд хистæр ыскуывта : « Хуыцæутты Хуыцау!,0
132. – Æмæ махæн цæуыннæ искуы азарыдтæ?,0
3.2. Æмæ йæ хæдзары хицау раййæфта æмæ йæ уым фæрасурбасур кодта.,0
"37.2. Æмæ-иу афтæ стъолба-иу уыди, стыр стъолб мæнæ афтæ, ‘ мæ-иу уæлæмæ… байсæрстой-иу æй сойæ, æмæ-иу уæлæмæ бырыдысты-иу.",2
"104. Хорз адæм бирæ и, куы зæгъын, мæнæ афтæ, мæнæ Земфирæ, Зифæ ‘ мæ дæлæ Кочитæ, гъе уыдонæн, уыцы дыууæ азы ахæм тынг æххуыс фесты, æмæ гъе уыцы дыууæ хæдзары куы нæ уыдаиккой, уæд, æвæццæгæн, мах нæ къæхтыл нæ сыстадаиккам, не ‘ слæууыдаиккам мæ сывæллæттимæ.",0
"9.2. ‘ Мæ стæй хæстон æфсадмæ ацыди, æфсадмæ æмæ уым службæ кодта.",1
"82.2. Омæ, зæгъын, папæ фынгыл нæ бадтæ.",0
12.6. Йер та уыцы бонæй райсомы ацæуынц æмæ изæрæй ракæнынц чындзы æмæ… йед кæнынц….,0
46.4. Æмæ йын Куыдзиатæ дæр цыхт балæвар ластой.,0
"196.2. Æмæ йæ адæм куы бамбæрстой… Уыдон та уыдысты Хуыцауæй æрвыст адæм, æмæ йæ бæрæг кодтой, ома… Ну вот… Адæм æцæг куыд…",0
"9.7. Æмæ уый кидымты мыггагæй у, кидымты.",0
"15.6. Тынг мæ фæнды, куы уын баххуыс кæнин, фæлæ…",0
"111.2. Æмæ-иу сæ бельё, нижнее бельё, æмæ сын æй… уаты нын йед уыди… пец, сугæй æндзаргæ пец.",3
76.3. Æрбадзурут нæм телефонæй мæнæ ахæм номыртæм : фæндзай æртæ – æхсай аст – дыууын дыууæ.,1
"33.5. Ныууарыд-иу дзы афтæ, иу хатт, хъуыды кæнын, æмæ Джеоргуыбатæ уыди, кусæрттæ акодтам.",0
"5. – Уый мæ кæрц у, мæ кæрц!",0
"86.2. Конституци хуыйны, царды уаг куыд аразгæ у, æмæ уымæ гæсгæ куы цæрай, уымæ гæсгæ, уæд дæ æгъдау чи у...",1
46.5. Мæнæ Ритæмæ ныууади.,0
"20.38. Гъе уал азы мидæг уым фæшæр, уым ысхъомыл дæ, уым адæмимæ дæр, уым мæ хиуæттæ, мæ бинонтæ дæр уым шæнынш.",0
66.2. Æнæ сæрбæттæнæй.,0
"106. Гыццыл уыдтæн æз, æмæ йæ…",0
"33.3. Зæгъут ма мын, уæ хорзæхæй, йер ахæм цавæрдæр цау и скъолайы цардæй, нырмæ уæм абоны онг гъе уый æрымысын худинаг, кæнæ та раст нæ бакодтат?",0
29. — Æмæ сæ цæй тыххæй ахаста?,0
"176.2. Æмæ йер цæмæй царды хабæрттæ базонат, уый тыххæй уæ, æвæццæгæн, бацæуын хъæуы кæм чындзæхсæвмæ, кæм куывдмæ.",0
"93.2. Фæлæ мын ахæм хорз йедтæ… адæм сæмбæлди мæ алыварс, мæнæ Зифæ…",0
"93.1. Джикаева Альбина : Баххуыс кодтой, ахæм цæрдæг уад кодтой скъоламæ, кæмæн загъта, уыдон.",0
86.2. Ам ма бирæ уыдзысты?,0
48.1. Мадина : Риммæ Тотрадзовнæйы.,0
"16.1. Гъемæ нотариусмæ бацыдыстæм, æмæ йын загътон, мæнæн зæгъын æй куыд кæнут, сывæллонæн дæр æй афтæ скæнут, æз афтæ æнхъæлдтон мæнæ, зæгъын, завещани скæнынц, æмæ лæг куы амæлы, уæд æй уый фæстæ байуарынц, зæгъгæ.",2
"24.7. Æмæ афтæ рауади, æмæ æцæгæйдæр мын цыппар нывæрдтой.",0
"7.2. – æмæ йæ бабаста, æмæ йæ æрцауыгъта.",0
"5.3. Æмæ иу гъе уæд æртыккаг хатт сын иу уæд дзуапп радтой, гъе уæд бафидаудзыстæм хуыцауы æхсæв зæгъгæ.",0
"109.3. Æмæ фыццаг мæхи сабыргай-сабыргай, уыйфæстæ уæд… Стæй-иу сын уæд чъиритæ хæссын байдыдтон, куы-иу скодтон.",0
"64. Омæ, чызджы хæдзарæй.",0
"6. – Мæнæ дам æхсыр æрдыгътон сæгъæй, æмæ уый банызтон.",0
"27.6. Кæм ма ис уышы закъон уже, раздæры закъон.",1
158.2. Ирон сылгоймæгтæ ацыдысты Мæскуымæ.,0
36.2. Цы рцыдис?,0
"120. Алдатова : Уæвгæ, уый æфсæддон завод уыди?",1
"85. О, уыдоны территори… ОЗАТЭ-йы территори уыди уый дæр.",3
16.1. КД : уæд нæм фæстаг бон.,0
"9.8. Æмæ йæм куы ‘ рбахæццæ, уæд æй аппæрста егары, æмæ йæ егар сурын райдыдта, сурын райдыдта, æмæ рувас кæмдæр къæдзæхы хуынчъы фæкуыси и.",0
"144.4. Уæд сывæллон хъомыл кæны, æмæ йæм йæ мад уырыссагау дзуры.",0
"9.4. Стæй уæд уым фæцарди, уым ын хорз уыди, хъæздыг уыдысты.",0